Line,Strat Time,End Time
"Yeah, brother,we all got the same problems.","00:25:57,493 "," 00:26:00,463"
"Guilt,","00:26:01,173 "," 00:26:02,379"
regret.,"00:26:02,813 "," 00:26:04,053"
You lose someone?,"00:26:04,613 "," 00:26:06,183"
"My wingman, Riley.","00:26:06,813 "," 00:26:09,214"
Flying a night mission.,"00:26:10,213 "," 00:26:11,294"
Standard PJ rescue Op.,"00:26:11,453 "," 00:26:13,820"
"Nothing we hadn't done1,000 times before.","00:26:14,013 "," 00:26:16,061"
Until an RPG knocked Riley'sdumb ass out of the sky.,"00:26:16,253 "," 00:26:19,860"
Nothing I could do.,"00:26:21,973 "," 00:26:23,304"
It's like I was up there just to watch.,"00:26:23,893 "," 00:26:25,895"
" I'm sorry. After that,","00:26:27,013 "," 00:26:28,981"
"I had a really hard time finding a reasonfor being over there, you know?","00:26:29,133 "," 00:26:32,774"
"But you're happy now,back in the world?","00:26:34,733 "," 00:26:36,974"
The number of people giving meorders is down to about zero.,"00:26:37,813 "," 00:26:41,454"
"So, hell yeah.","00:26:41,653 "," 00:26:42,654"
Are you thinking about getting out?,"00:26:43,773 "," 00:26:45,173"
No.,"00:26:45,813 "," 00:26:46,814"
I don't know.,"00:26:48,853 "," 00:26:50,014"
"To be honest, I don't knowwhat I would do with myself if I did.","00:26:51,533 "," 00:26:54,104"
Ultimate fighting?,"00:26:54,613 "," 00:26:55,813"
Just a great idea off the top of my head.,"00:26:56,453 "," 00:26:58,854"
"Seriously, you could dowhatever you want to do.","00:26:59,013 "," 00:27:01,414"
What makes you happy?,"00:27:02,413 "," 00:27:03,460"
I don't know.,"00:27:05,373 "," 00:27:07,057"
Activatingcommunications encryption protocol.,"00:27:08,533 "," 00:27:11,298"
Open secure line 0405.,"00:27:11,533 "," 00:27:13,820"
Confirmed.,"00:27:14,293 "," 00:27:15,340"
This is Hill.,"00:27:16,693 "," 00:27:17,740"
I need you here in D.C.,"00:27:17,893 "," 00:27:19,736"
Deep shadow conditions.,"00:27:19,933 "," 00:27:22,664"
Give me 4 hours.,"00:27:23,333 "," 00:27:24,548"
You have 3. Over.,"00:27:24,573 "," 00:27:26,177"
Want to see my lease?,"00:27:42,413 "," 00:27:44,097"
Fracture detected.,"00:28:02,013 "," 00:28:03,253"
Recommend anaesthetic injection.,"00:28:06,413 "," 00:28:08,780"
D.C. Metro Police dispatchshows no units in this area.,"00:28:13,533 "," 00:28:16,855"
Get me out of here.,"00:28:22,133 "," 00:28:23,180"
Propulsion systems offline.,"00:28:25,933 "," 00:28:27,173"
"Then reboot, damn it!","00:28:27,293 "," 00:28:28,294"
Warning. Windowintegrity compromised.,"00:28:49,053 "," 00:28:50,703"
You think?,"00:28:50,813 "," 00:28:52,383"
How long to propulsion?,"00:28:55,813 "," 00:28:56,908"
Calculating.,"00:28:56,933 "," 00:28:57,934"
Window integrity 31%.Deploying countermeasures.,"00:29:01,173 "," 00:29:04,256"
Hold that order!,"00:29:04,453 "," 00:29:05,579"
Window integrity 19%.,"00:29:07,373 "," 00:29:09,421"
Offensive measures advised.,"00:29:09,653 "," 00:29:10,748"
Wait!,"00:29:10,773 "," 00:29:12,104"
Window integrity 1%.,"00:29:15,333 "," 00:29:17,268"
Now!,"00:29:17,293 "," 00:29:18,454"
Propulsion systems now online.,"00:29:28,853 "," 00:29:30,503"
Full acceleration! Now!,"00:29:30,653 "," 00:29:31,814"
Initiate vertical takeoff!,"00:29:47,893 "," 00:29:49,258"
Flight systems damaged.,"00:29:49,413 "," 00:29:50,468"
Then activate guidance cameras!,"00:29:50,493 "," 00:29:52,461"
Give me the wheel!,"00:29:55,853 "," 00:29:56,854"
Get me Agent Hill.,"00:30:04,613 "," 00:30:05,739"
Communications array damaged.,"00:30:05,933 "," 00:30:07,173"
"Well, what's not damaged?","00:30:07,813 "," 00:30:08,860"
Air conditioning is fully operational.,"00:30:09,053 "," 00:30:11,215"
Traffic ahead.,"00:30:23,013 "," 00:30:24,060"
Give me an alternate route.,"00:30:24,213 "," 00:30:25,100"
Traffic alert on Roosevelt Bridge.,"00:30:25,253 "," 00:30:27,017"
All vehicles stopped.,"00:30:27,213 "," 00:30:28,419"
"17th Avenue clear in three blocks,directly ahead.","00:30:28,653 "," 00:30:32,055"
Warning. Approaching intersection.,"00:32:08,493 "," 00:32:09,853"
Get me off the grid!,"00:32:18,573 "," 00:32:20,814"
Calculating route to secure location.,"00:32:21,053 "," 00:32:22,737"
So sweet. That is so nice.,"00:33:37,173 "," 00:33:40,416"
Hi.,"00:33:41,373 "," 00:33:42,420"
"I got to go, though.","00:33:42,653 "," 00:33:43,814"
Okay. Bye.,"00:33:44,613 "," 00:33:45,819"
"My aunt, she's kind of an insomniac.","00:33:47,013 "," 00:33:48,617"
Yeah.,"00:33:50,373 "," 00:33:51,374"
"Hey, if you want...","00:33:53,013 "," 00:33:54,060"
"If you want,you're welcome to use my machine.","00:33:54,253 "," 00:33:56,415"
Might be cheaperthan the one in the basement.,"00:33:56,653 "," 00:33:58,453"
"Oh, yeah? What's it cost?","00:33:59,093 "," 00:34:00,504"
A cup of coffee?,"00:34:01,453 "," 00:34:03,182"
"Thank you, but","00:34:06,213 "," 00:34:07,624"
"I already have a load in downstairs,","00:34:08,173 "," 00:34:09,857"
and you really don't wantmy scrubs in your machine.,"00:34:10,053 "," 00:34:12,897"
"I just finished a rotationin the infectious disease ward, so...","00:34:13,093 "," 00:34:16,097"
"Well, I'll keep my distance.","00:34:16,333 "," 00:34:18,301"
"Hopefully, not too far.","00:34:18,493 "," 00:34:19,619"
"Oh, and I think you left your stereo on.","00:34:22,733 "," 00:34:24,333"
Oh.,"00:34:24,693 "," 00:34:25,748"
Right. Thank you.,"00:34:25,773 "," 00:34:27,263"
Yeah.,"00:34:27,453 "," 00:34:28,454"
I don't remember giving you a key.,"00:35:14,253 "," 00:35:16,017"
You really think I'd need one?,"00:35:17,933 "," 00:35:20,015"
My wife kicked me out.,"00:35:22,013 "," 00:35:23,663"
I didn't know you were married.,"00:35:25,213 "," 00:35:26,499"
A lot of things you don't know about me.,"00:35:28,093 "," 00:35:30,175"
"I know, Nick. That's the problem.","00:35:30,933 "," 00:35:32,856"
"I'm sorry to have to do this,but I had no place else to crash.","00:35:47,533 "," 00:35:51,015"
Who else knows about your wife?,"00:35:58,253 "," 00:35:59,664"
Just...,"00:36:02,373 "," 00:36:03,499"
My friends.,"00:36:06,093 "," 00:36:07,857"
Is that what we are?,"00:36:08,133 "," 00:36:09,623"
That's up to you.,"00:36:10,293 "," 00:36:11,704"
Ahh!,"00:36:12,533 "," 00:36:13,534"
Don't trust anyone.,"00:36:30,173 "," 00:36:33,655"
Captain Rogers?,"00:36:36,693 "," 00:36:37,740"
"Captain,","00:36:39,813 "," 00:36:40,814"
I'm Agent 13 of S.H.I.E.L.D.Special Service.,"00:36:41,093 "," 00:36:43,095"
Kate?,"00:36:43,373 "," 00:36:44,420"
I'm assigned to protect you.,"00:36:46,053 "," 00:36:47,173"
On whose order?,"00:36:47,333 "," 00:36:48,539"
His.,"00:36:49,773 "," 00:36:50,774"
"Foxtrot is down, he's unresponsive.","00:36:56,093 "," 00:36:57,538"
I need EMTs.,"00:36:57,733 "," 00:36:58,734"
Do we have a 20 on the shooter?,"00:36:58,933 "," 00:37:00,653"
Tell him I'm in pursuit.,"00:37:01,133 "," 00:37:02,464"
Is he gonna make it?,"00:38:02,893 "," 00:38:04,148"
I don't know.,"00:38:04,173 "," 00:38:05,618"
Tell me about the shooter.,"00:38:07,253 "," 00:38:08,698"
He's fast. Strong.,"00:38:08,893 "," 00:38:11,021"
Had a metal arm.,"00:38:13,973 "," 00:38:15,213"
Ballistics?,"00:38:20,573 "," 00:38:21,813"
"Three slugs, no rifling.Completely untraceable.","00:38:22,453 "," 00:38:25,900"
Sovietmade.,"00:38:26,093 "," 00:38:27,379"
Yeah.,"00:38:28,373 "," 00:38:29,374"
He's in Vtach.,"00:38:30,453 "," 00:38:31,588"
Crash cart coming in.,"00:38:31,613 "," 00:38:32,668"
"Nurse, help me with the drape.","00:38:32,693 "," 00:38:33,708"
BP's dropping.Defibrillator!,"00:38:33,733 "," 00:38:35,653"
I want you to charge him at 100.,"00:38:37,693 "," 00:38:39,138"
"Don't do this to me, Nick.","00:38:39,333 "," 00:38:40,698"
Stand back.,"00:38:40,933 "," 00:38:42,173"
"Three, two,","00:38:42,413 "," 00:38:43,539"
one. Clear.,"00:38:43,893 "," 00:38:45,463"
Pulse?No pulse.,"00:38:46,933 "," 00:38:48,548"
"Okay, 200, please.","00:38:48,573 "," 00:38:49,734"
Stand back!,"00:38:49,853 "," 00:38:50,934"
"Three, two, one. Clear!","00:38:51,133 "," 00:38:53,374"
Get me epinephrine!,"00:38:53,533 "," 00:38:54,580"
Pulse?,"00:38:55,853 "," 00:38:56,868"
Negative.,"00:38:56,893 "," 00:38:57,894"
"Don't do this to me, Nick.Don't do this to me.","00:39:00,613 "," 00:39:02,581"
What's the time?,"00:39:22,733 "," 00:39:23,948"
"1:03, Doctor.","00:39:23,973 "," 00:39:25,054"
"Time of death, 1:03 a.m.","00:39:27,253 "," 00:39:29,938"
I need to take him.,"00:40:07,413 "," 00:40:09,017"
Natasha.,"00:40:22,973 "," 00:40:24,054"
Natasha!,"00:40:37,893 "," 00:40:38,940"
Why was Fury in your apartment?,"00:40:40,613 "," 00:40:41,853"
I don't know.,"00:40:43,693 "," 00:40:45,024"
"Cap, they want you back at S.H.I.E.L.D.","00:40:45,213 "," 00:40:46,773"
"Yeah, give me a second.","00:40:47,293 "," 00:40:48,340"
They want you now.,"00:40:48,453 "," 00:40:49,454"
Okay.,"00:40:50,813 "," 00:40:52,144"
You're a terrible liar.,"00:40:55,293 "," 00:40:57,375"
"S.T.R.I.K.E.team, escort Captain Rogers","00:41:03,453 "," 00:41:05,103"
back to S. H. I.E. L.D.immediately for questioning.,"00:41:05,373 "," 00:41:07,694"
I told him.,"00:41:07,853 "," 00:41:09,343"
 Let's go. Yeah.,"00:41:16,453 "," 00:41:17,818"
"S.T.R.I.K.E., move it out.","00:41:19,573 "," 00:41:20,654"
Captain Rogers.,"00:41:36,493 "," 00:41:37,540"
Neighbour.,"00:41:37,813 "," 00:41:39,053"
Oh. Captain.,"00:41:41,053 "," 00:41:42,817"
I'm Alexander Pierce.,"00:41:43,253 "," 00:41:44,254"
"Sir, it's an Honour.","00:41:44,893 "," 00:41:46,304"
"The honour's mine, Captain.","00:41:46,533 "," 00:41:47,613"
My father served in the 101st.Come on in.,"00:41:47,773 "," 00:41:50,219"
"That photo was taken5 years after Nick and I met,","00:41:51,533 "," 00:41:54,013"
when I was at State Departmentin Bogota.,"00:41:54,253 "," 00:41:56,620"
"E.L.N. rebels took the embassy,","00:41:56,813 "," 00:41:59,293"
"and security got me out,but the rebels took hostages.","00:41:59,493 "," 00:42:03,737"
"Nick was Deputy Chiefof the S.H.I.E.L.D. station there,","00:42:04,213 "," 00:42:07,422"
and he comes to me with a plan.,"00:42:07,573 "," 00:42:08,904"
He wants to storm the buildingthrough the sewers.,"00:42:09,093 "," 00:42:11,108"
"I said, No, we'll negotiate.","00:42:11,133 "," 00:42:13,898"
"Turned out, the E.L.N. didn't negotiate,so they put out a kill order.","00:42:14,933 "," 00:42:18,460"
"They stormed the basement,and what do they find?","00:42:18,693 "," 00:42:20,821"
They find it empty.,"00:42:21,013 "," 00:42:22,424"
"Nick had ignored my direct order,","00:42:23,693 "," 00:42:25,536"
"and carried out an unauthorisedmilitary operation on foreign soil,","00:42:25,733 "," 00:42:29,055"
"and saved the lives ofa dozen political officers,","00:42:29,773 "," 00:42:31,855"
including my daughter.,"00:42:32,173 "," 00:42:33,299"
So you gave him a promotion.,"00:42:33,453 "," 00:42:35,023"
I've never had any cause to regret it.,"00:42:35,253 "," 00:42:36,778"
"Captain, why was Nickin your apartment last night?","00:42:39,013 "," 00:42:41,095"
I don't know.,"00:42:45,173 "," 00:42:46,254"
Did you know it was bugged?,"00:42:47,493 "," 00:42:48,824"
"I did, because Nick told me.","00:42:49,733 "," 00:42:52,054"
Did he tell youhe was the one who bugged it?,"00:42:52,533 "," 00:42:55,013"
I want you to see something.,"00:43:01,773 "," 00:43:02,979"
"Who hired you, Batroc?","00:43:03,933 "," 00:43:05,373"
Is that live?,"00:43:05,493 "," 00:43:06,415"
"Yeah, they picked him up last nightin a notsosafe house in Algiers.","00:43:06,813 "," 00:43:10,181"
Are you saying he's a suspect?,"00:43:11,293 "," 00:43:12,828"
Assassination isn't Batroc's line.,"00:43:12,853 "," 00:43:14,503"
"No, no.It's more complicated than that.","00:43:14,893 "," 00:43:17,499"
Batroc was hired anonymouslyto attack the Lemurian Star.,"00:43:17,653 "," 00:43:20,259"
"And he was contacted by emailand paid by wire transfer,","00:43:20,453 "," 00:43:23,935"
and then the money was run through17 fictitious accounts.,"00:43:24,653 "," 00:43:28,544"
The last one going toa holding company,"00:43:29,173 "," 00:43:31,016"
that was registered to a Jacob Veech.,"00:43:31,173 "," 00:43:33,380"
Am I supposed to know who that is?,"00:43:33,573 "," 00:43:34,933"
Not likely. Veech died 6 years ago.,"00:43:35,093 "," 00:43:37,095"
His last address was1435 Elmhurst Drive.,"00:43:37,493 "," 00:43:40,224"
"When I first met Nick,his mother lived at 1437.","00:43:40,973 "," 00:43:44,261"
Are you sayingFury hired the pirates? Why?,"00:43:45,933 "," 00:43:49,221"
The prevailing theory,"00:43:49,733 "," 00:43:51,417"
was that the hijacking wasa cover for the acquisition,"00:43:52,493 "," 00:43:55,303"
and sale of classified intelligence.,"00:43:55,493 "," 00:43:57,860"
The sale went sourand that led to Nick's death.,"00:43:59,693 "," 00:44:02,503"
"If you really knew Nick Fury,you'd know that's not true.","00:44:05,653 "," 00:44:08,418"
Why do you think we're talking?,"00:44:09,653 "," 00:44:11,735"
"See, I took a seat on the Councilnot because I wanted to,","00:44:15,373 "," 00:44:17,944"
"but because Nick asked me to,because we were both realists.","00:44:18,133 "," 00:44:21,899"
"We knew that, despite all the diplomacyand the handshaking and the rhetoric,","00:44:23,373 "," 00:44:27,697"
to build a really better world,"00:44:28,533 "," 00:44:30,900"
sometimes means havingto tear the old one down.,"00:44:31,613 "," 00:44:34,776"
And that makes enemies.,"00:44:37,013 "," 00:44:38,458"
Those people that call you dirtybecause you got the guts,"00:44:40,733 "," 00:44:43,623"
to stick your hands in the mudand try to build something better.,"00:44:43,813 "," 00:44:46,578"
And the idea that those peoplecould be happy today,"00:44:47,973 "," 00:44:50,658"
"makes me really, really angry.","00:44:52,133 "," 00:44:54,579"
"Captain, you were the lastone to see Nick alive.","00:44:58,653 "," 00:45:00,908"
I don't think that's an accident.,"00:45:00,933 "," 00:45:02,935"
"And I don't think you do, either.","00:45:03,493 "," 00:45:05,097"
"So, I'm gonna ask again.","00:45:07,333 "," 00:45:09,142"
Why was he there?,"00:45:09,533 "," 00:45:11,342"
He told me not to trust anyone.,"00:45:14,253 "," 00:45:16,574"
I wonder if that included him.,"00:45:18,813 "," 00:45:21,020"
I'm sorry.,"00:45:25,853 "," 00:45:27,139"
Those were his last words.,"00:45:27,293 "," 00:45:28,579"
Excuse me.,"00:45:30,213 "," 00:45:31,419"
"Captain,","00:45:34,853 "," 00:45:36,298"
somebody murdered my friendand I'm gonna find out why.,"00:45:36,493 "," 00:45:39,497"
"Anyone gets in my way,they're gonna regret it.","00:45:40,533 "," 00:45:42,979"
Anyone.,"00:45:44,333 "," 00:45:45,744"
Understood.,"00:45:48,653 "," 00:45:50,098"
Operations Control.,"00:46:07,613 "," 00:46:09,024"
Confirmed.,"00:46:09,253 "," 00:46:10,618"
Keep all S.T.R.I.K.E. personnel on site.,"00:46:11,973 "," 00:46:14,308"
" Understood. Yes, sir.","00:46:14,333 "," 00:46:15,664"
Forensics.Confirmed.,"00:46:15,853 "," 00:46:17,093"
Cap.,"00:46:17,293 "," 00:46:18,454"
Rumlow.,"00:46:18,853 "," 00:46:19,854"
Evidence Response found some fibreson the roof they want us to see.,"00:46:29,413 "," 00:46:32,178"
You want me to get the Tac team ready?,"00:46:32,333 "," 00:46:33,937"
"No, let's wait and see what it is first.","00:46:34,133 "," 00:46:35,733"
Right.,"00:46:35,853 "," 00:46:36,934"
What's the status so far?,"00:46:48,693 "," 00:46:50,502"
Administrations level.Confirmed.,"00:46:51,693 "," 00:46:53,573"
Excuse me.,"00:46:53,893 "," 00:46:55,338"
I'm sorry aboutwhat happened with Fury.,"00:47:03,573 "," 00:47:05,860"
"It's messed up, what happened to him.","00:47:06,053 "," 00:47:08,021"
Thank you.,"00:47:08,213 "," 00:47:09,544"
Records.,"00:47:28,493 "," 00:47:29,540"
Confirmed.,"00:47:29,733 "," 00:47:30,859"
"Before we get started,","00:47:46,613 "," 00:47:48,536"
does anyone want to get out?,"00:47:49,253 "," 00:47:51,255"
"Mobilise S.T.R.I.K.E. units, 25th floor.","00:48:25,413 "," 00:48:27,177"
"Whoa, big guy.","00:48:42,293 "," 00:48:43,818"
"I just want you to know, Cap,this isn't personal!","00:48:44,933 "," 00:48:47,618"
It kind of feels personal.,"00:48:59,373 "," 00:49:00,499"
Drop the shieldand put your hands in the air!,"00:49:09,493 "," 00:49:11,495"
"Give it up, Rogers! Get that door open!","00:49:28,213 "," 00:49:30,693"
You have nowhere to go!,"00:49:31,093 "," 00:49:32,538"
Are you kidding me?,"00:49:52,373 "," 00:49:53,508"
He's headed for the garage.Lock down the bridge.,"00:49:53,533 "," 00:49:55,695"
"Stand down, Captain Rogers.Stand down.","00:50:07,173 "," 00:50:10,256"
"Repeat, stand down.","00:50:10,733 "," 00:50:12,895"
Eyes here.,"00:50:49,453 "," 00:50:50,943"
"Whatever your Op is, bury it.","00:50:51,373 "," 00:50:53,216"
This is Level One.,"00:50:53,453 "," 00:50:54,454"
Contact DOT.,"00:50:54,973 "," 00:50:56,702"
All traffic lights in the district go red.,"00:50:56,893 "," 00:50:58,573"
"Shut all runways at BWI,","00:50:58,933 "," 00:51:01,095"
IAD and Reagan.,"00:51:01,453 "," 00:51:03,137"
All security cameras in the citygo through this monitor right here.,"00:51:03,333 "," 00:51:06,013"
"Scan all open sources,","00:51:07,173 "," 00:51:08,254"
"phones, computers,","00:51:08,813 "," 00:51:10,178"
PDAs. Whatever.,"00:51:10,493 "," 00:51:11,779"
"If someone tweets about this guy,","00:51:12,613 "," 00:51:13,988"
I want to know about it.,"00:51:14,013 "," 00:51:15,060"
"With all due respect,if S.H.I.E.L.D. is conducting","00:51:15,773 "," 00:51:17,298"
a manhunt for Captain Americawe deserve to know why.,"00:51:17,533 "," 00:51:20,264"
Because he lied to us.,"00:51:20,813 "," 00:51:22,178"
Captain Rogers has informationregarding the death of Director Fury.,"00:51:23,813 "," 00:51:27,295"
He refused to share it.,"00:51:27,853 "," 00:51:29,457"
"As difficult as this is to accept,","00:51:30,493 "," 00:51:32,621"
Captain America is a fugitivefrom S.H.I.E.L.D.,"00:51:33,693 "," 00:51:36,981"
 Where is it? Safe.,"00:52:04,573 "," 00:52:05,620"
 Do better. Where did you get it?,"00:52:05,773 "," 00:52:07,377"
Why would I tell you?,"00:52:07,613 "," 00:52:08,853"
Fury gave it to you. Why?,"00:52:09,053 "," 00:52:11,101"
 What's on it? I don't know.,"00:52:11,293 "," 00:52:12,704"
Stop lying.,"00:52:12,893 "," 00:52:13,894"
"I only act likeI know everything, Rogers.","00:52:14,093 "," 00:52:15,733"
"I bet you knew Fury hiredthe pirates, didn't you?","00:52:17,013 "," 00:52:18,973"
"Well, it makes sense. The ship wasdirty, Fury needed a way in, so do you.","00:52:20,013 "," 00:52:22,937"
I'm not gonna ask you again.,"00:52:23,173 "," 00:52:24,379"
I know who killed Fury.,"00:52:26,253 "," 00:52:27,459"
Most of the intelligence communitydoesn't believe he exists.,"00:52:31,413 "," 00:52:33,893"
The ones that docall him the Winter Soldier.,"00:52:34,093 "," 00:52:36,937"
He's credited with overtwo dozen assassinations,"00:52:37,133 "," 00:52:39,135"
in the last 50 years.,"00:52:39,333 "," 00:52:41,222"
So he's a ghost story.,"00:52:41,693 "," 00:52:43,218"
"5 years ago, I was escortinga nuclear engineer out of Iran.","00:52:43,573 "," 00:52:46,656"
Somebody shot outmy tyres near Odessa.,"00:52:46,853 "," 00:52:49,140"
"We lost control,went straight over a cliff.","00:52:49,333 "," 00:52:51,620"
I pulled us out.,"00:52:51,813 "," 00:52:53,099"
But the Winter Soldier was there.,"00:52:53,293 "," 00:52:55,182"
I was covering my engineerso he shot him,"00:52:55,933 "," 00:52:58,220"
straight through me.,"00:52:58,573 "," 00:52:59,574"
Soviet slug.,"00:53:00,413 "," 00:53:01,494"
"No rifling. Byebye, bikinis.","00:53:02,093 "," 00:53:04,699"
"Yeah, I bet you look terriblein them now.","00:53:06,213 "," 00:53:08,102"
"Going after him is a dead end.I know, I've tried.","00:53:10,813 "," 00:53:13,339"
"Like you said, he's a ghost story.","00:53:14,693 "," 00:53:16,741"
"Well, let's find outwhat the ghost wants.","00:53:21,613 "," 00:53:23,502"
Nick Fury was murdered in cold blood.,"00:53:23,733 "," 00:53:25,861"
"To any reasonable person,","00:53:26,333 "," 00:53:27,828"
"that would make him a martyr,not a traitor.","00:53:27,853 "," 00:53:30,459"
You know what makes him a traitor?,"00:53:30,573 "," 00:53:31,938"
Hiring a mercenaryto hijack his own ship.,"00:53:32,093 "," 00:53:34,460"
Nick Fury used your friendship,"00:53:34,613 "," 00:53:36,934"
to coerce this Councilinto delaying Project Insight.,"00:53:37,093 "," 00:53:40,142"
A project he knew would exposehis own illegal operations.,"00:53:40,373 "," 00:53:42,654"
"At best, he lied to you. At worst...","00:53:42,973 "," 00:53:45,863"
Are you calling for my resignation?,"00:53:46,053 "," 00:53:48,374"
I've got a pen and paper right here.,"00:53:48,573 "," 00:53:50,013"
That discussion can be tabledfor a later time.,"00:53:50,173 "," 00:53:52,699"
But you do want to have a discussion?,"00:53:53,893 "," 00:53:55,463"
"We've already had it, Mr. Secretary.","00:53:55,613 "," 00:53:57,536"
This Council moves toimmediately reactivate Project Insight.,"00:53:58,613 "," 00:54:03,016"
"If you want to say something snappy,now would be a good time.","00:54:04,293 "," 00:54:07,661"
"First rule of going on the runis don't run, walk.","00:54:13,773 "," 00:54:17,061"
"If I run in these shoes,they're gonna fall off.","00:54:17,813 "," 00:54:20,134"
"The drive has a Level 6 homingprogram, so as soon as we boot up","00:54:23,173 "," 00:54:25,788"
S.H.I.E.L.D. will knowexactly where we are.,"00:54:25,813 "," 00:54:27,748"
How much time will we have?,"00:54:27,773 "," 00:54:28,853"
About 9 minutes from,"00:54:29,293 "," 00:54:31,500"
now.,"00:54:33,133 "," 00:54:34,180"
Fury was right about that ship.,"00:54:39,493 "," 00:54:41,143"
Somebody's trying to hide something.,"00:54:41,333 "," 00:54:43,415"
This drive is protectedby some sort of AI.,"00:54:43,613 "," 00:54:45,581"
It keeps rewriting itselfto counter my commands.,"00:54:45,813 "," 00:54:48,180"
Can you override it?,"00:54:48,373 "," 00:54:50,023"
The person who developed thisis slightly smarter than me.,"00:54:50,773 "," 00:54:53,054"
Slightly.,"00:54:53,373 "," 00:54:54,534"
I'm gonna try running a tracer.,"00:55:05,373 "," 00:55:06,613"
This is a programthat S.H.I.E.L.D. developed,"00:55:07,693 "," 00:55:09,468"
"to track hostile malware,","00:55:09,493 "," 00:55:10,858"
"so if we can't read the file,","00:55:11,013 "," 00:55:13,823"
maybe we can find outwhere it came from.,"00:55:14,053 "," 00:55:15,653"
Can I help you guys with anything?,"00:55:16,213 "," 00:55:17,573"
"Oh, no. My fiance was just helping mewith some honeymoon destinations.","00:55:18,013 "," 00:55:21,574"
Right. We're getting married.,"00:55:21,773 "," 00:55:23,696"
Congratulations. Where areyou guys thinking about going?,"00:55:23,933 "," 00:55:26,173"
 New Jersey. Oh.,"00:55:27,733 "," 00:55:29,223"
I have the exact same glasses.,"00:55:34,173 "," 00:55:35,823"
"Wow, you two are practically twins.","00:55:36,733 "," 00:55:38,383"
"Yeah, I wish.","00:55:38,653 "," 00:55:40,064"
Specimen.,"00:55:40,573 "," 00:55:41,574"
"If you guys need anything,I've been Aaron.","00:55:42,253 "," 00:55:44,388"
Thank you.,"00:55:44,413 "," 00:55:45,414"
 You said 9 minutes. Come on. Relax.,"00:55:47,893 "," 00:55:50,260"
Got it.,"00:55:51,493 "," 00:55:52,574"
You know it?,"00:55:56,733 "," 00:55:57,868"
I used to. Let's go.,"00:55:57,893 "," 00:55:59,463"
Standard Tac team.,"00:56:01,613 "," 00:56:02,853"
"Two behind, two across,","00:56:03,053 "," 00:56:04,384"
and two coming straight at us.,"00:56:04,573 "," 00:56:06,177"
"If they make us, I'll engage,you hit the south escalator to the metro.","00:56:06,373 "," 00:56:09,228"
Shut up and put your arm around me.Laugh at something I said.,"00:56:09,253 "," 00:56:11,221"
 What? Do it.,"00:56:11,413 "," 00:56:12,653"
Negative at the source.,"00:56:20,933 "," 00:56:21,934"
Give me a floor rundown.,"00:56:22,093 "," 00:56:23,094"
Negative on three.,"00:56:23,613 "," 00:56:24,853"
Negative on two.,"00:56:25,173 "," 00:56:26,333"
Snake the upper levels.Work down to me.,"00:56:26,533 "," 00:56:28,774"
 Kiss me. What?,"00:56:36,813 "," 00:56:37,780"
